配置,模型,指标,阶段,均值
关闭上述三个组件,第一个 GP 表达式,构造路径之间的边不一致率,第 251–1000 轮,0.0004868145161290323
关闭上述三个组件,第一个 GP 表达式,构造路径之间的边不一致率,第 1001–2500 轮,0.00040059433803763434
关闭上述三个组件,第一个 GP 表达式,构造路径之间的边不一致率,第 2501–5000 轮,0.00039721698588709683
关闭上述三个组件,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 1–250 轮,0.11932831744868035
关闭上述三个组件,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 251–1000 轮,0.0009689642137096773
关闭上述三个组件,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 1001–2500 轮,0.0007572152217741934
关闭上述三个组件,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 2501–5000 轮,0.000768773689516129
关闭上述三个组件,第一个 GP 表达式,2-opt 后边频率的有效边数,第 1–250 轮,577.6931430849698
关闭上述三个组件,第一个 GP 表达式,2-opt 后边频率的有效边数,第 251–1000 轮,500.47762202469164
关闭上述三个组件,第一个 GP 表达式,2-opt 后边频率的有效边数,第 1001–2500 轮,500.37173847707396
关闭上述三个组件,第一个 GP 表达式,2-opt 后边频率的有效边数,第 2501–5000 轮,500.377445112044
关闭上述三个组件,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1–250 轮,0.06703967972267694
关闭上述三个组件,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 251–1000 轮,6.579902364373192e-05
关闭上述三个组件,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1001–2500 轮,3.342190631463305e-05
关闭上述三个组件,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 2501–5000 轮,3.248325798433497e-05
关闭上述三个组件,第一个 GP 表达式,总沉积的有效边数,第 1–250 轮,491.27219382664333
关闭上述三个组件,第一个 GP 表达式,总沉积的有效边数,第 251–1000 轮,499.9956337650244
关闭上述三个组件,第一个 GP 表达式,总沉积的有效边数,第 1001–2500 轮,499.99926891173624
关闭上述三个组件,第一个 GP 表达式,总沉积的有效边数,第 2501–5000 轮,499.9994701867639
关闭上述三个组件,第一个 GP 表达式,关闭构造树后的选择概率差,第 1–250 轮,1.52984582316444e-08
关闭上述三个组件,第一个 GP 表达式,关闭构造树后的选择概率差,第 251–1000 轮,8.697234580540295e-09
关闭上述三个组件,第一个 GP 表达式,关闭构造树后的选择概率差,第 1001–2500 轮,8.591240065477703e-09
关闭上述三个组件,第一个 GP 表达式,关闭构造树后的选择概率差,第 2501–5000 轮,8.606506754793945e-09
关闭上述三个组件,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1–250 轮,0.0
关闭上述三个组件,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 251–1000 轮,0.0
关闭上述三个组件,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1001–2500 轮,0.0
关闭上述三个组件,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 2501–5000 轮,0.0
关闭上述三个组件,第一个 GP 表达式,按可行城市数归一化的选择熵,第 1–250 轮,0.13141913018057258
关闭上述三个组件,第一个 GP 表达式,按可行城市数归一化的选择熵,第 251–1000 轮,0.04190896655362463
关闭上述三个组件,第一个 GP 表达式,按可行城市数归一化的选择熵,第 1001–2500 轮,0.04180433832632919
关闭上述三个组件,第一个 GP 表达式,按可行城市数归一化的选择熵,第 2501–5000 轮,0.041894532001799115
关闭上述三个组件,第一个 GP 表达式,候选耗尽后贪心回退比例,第 1–250 轮,0.005042613636363637
关闭上述三个组件,第一个 GP 表达式,候选耗尽后贪心回退比例,第 251–1000 轮,1.3020833333333334e-05
关闭上述三个组件,第一个 GP 表达式,候选耗尽后贪心回退比例,第 1001–2500 轮,1.3020833333333334e-05
关闭上述三个组件,第一个 GP 表达式,候选耗尽后贪心回退比例,第 2501–5000 轮,3.515625e-05
关闭上述三个组件,第一个 GP 表达式,同一来源内残差乘数的标准差,第 1–250 轮,0.11797215728195376
关闭上述三个组件,第一个 GP 表达式,同一来源内残差乘数的标准差,第 251–1000 轮,0.0003550256599888376
关闭上述三个组件,第一个 GP 表达式,同一来源内残差乘数的标准差,第 1001–2500 轮,0.00011420155639757103
关闭上述三个组件,第一个 GP 表达式,同一来源内残差乘数的标准差,第 2501–5000 轮,0.00010395967468443371
关闭上述三个组件,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1–250 轮,0.0
关闭上述三个组件,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 251–1000 轮,0.0
关闭上述三个组件,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1001–2500 轮,0.0
关闭上述三个组件,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 2501–5000 轮,0.0
关闭上述三个组件,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1–250 轮,1.0
关闭上述三个组件,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 251–1000 轮,1.0
关闭上述三个组件,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1001–2500 轮,1.0
关闭上述三个组件,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 2501–5000 轮,1.0
关闭上述三个组件,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1–250 轮,0.9645193181818182
关闭上述三个组件,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 251–1000 轮,0.9958691666666666
关闭上述三个组件,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1001–2500 轮,0.9953843749999999
关闭上述三个组件,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 2501–5000 轮,0.9951173750000001
关闭上述三个组件,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1–250 轮,1.0
关闭上述三个组件,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 251–1000 轮,1.0
关闭上述三个组件,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1001–2500 轮,1.0
关闭上述三个组件,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 2501–5000 轮,1.0
关闭上述三个组件,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 1–250 轮,0.6369318181818182
关闭上述三个组件,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 251–1000 轮,0.851875
关闭上述三个组件,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 1001–2500 轮,0.8332291666666667
关闭上述三个组件,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 2501–5000 轮,0.8201875
关闭上述三个组件,第二个 GP 表达式,2-opt 后不同路径数量,第 1–250 轮,16.355113636363637
关闭上述三个组件,第二个 GP 表达式,2-opt 后不同路径数量,第 251–1000 轮,1.7016666666666667
关闭上述三个组件,第二个 GP 表达式,2-opt 后不同路径数量,第 1001–2500 轮,1.6616666666666666
关闭上述三个组件,第二个 GP 表达式,2-opt 后不同路径数量,第 2501–5000 轮,1.655875
关闭上述三个组件,第二个 GP 表达式,构造路径之间的边不一致率,第 1–250 轮,0.11067938508064516
关闭上述三个组件,第二个 GP 表达式,构造路径之间的边不一致率,第 251–1000 轮,0.0004481418010752688
关闭上述三个组件,第二个 GP 表达式,构造路径之间的边不一致率,第 1001–2500 轮,0.0004170749327956989
关闭上述三个组件,第二个 GP 表达式,构造路径之间的边不一致率,第 2501–5000 轮,0.0004113293850806452
关闭上述三个组件,第二个 GP 表达式,2-opt 后路径之间的边不一致率,第 1–250 轮,0.09360473561217009
关闭上述三个组件,第二个 GP 表达式,2-opt 后路径之间的边不一致率,第 251–1000 轮,0.0008832056451612904
关闭上述三个组件,第二个 GP 表达式,2-opt 后路径之间的边不一致率,第 1001–2500 轮,0.0008203855846774194
关闭上述三个组件,第二个 GP 表达式,2-opt 后路径之间的边不一致率,第 2501–5000 轮,0.0007935561995967744
关闭上述三个组件,第二个 GP 表达式,2-opt 后边频率的有效边数,第 1–250 轮,561.5503214526683
关闭上述三个组件,第二个 GP 表达式,2-opt 后边频率的有效边数,第 251–1000 轮,500.43520731594003
关闭上述三个组件,第二个 GP 表达式,2-opt 后边频率的有效边数,第 1001–2500 轮,500.404294821698
关闭上述三个组件,第二个 GP 表达式,2-opt 后边频率的有效边数,第 2501–5000 轮,500.3907299014368
关闭上述三个组件,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1–250 轮,0.03501492772980701
关闭上述三个组件,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 251–1000 轮,0.0006127017317176888
关闭上述三个组件,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1001–2500 轮,0.0005970067071924226
关闭上述三个组件,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 2501–5000 轮,0.00030257589753413444
关闭上述三个组件,第二个 GP 表达式,总沉积的有效边数,第 1–250 轮,496.2994031879103
关闭上述三个组件,第二个 GP 表达式,总沉积的有效边数,第 251–1000 轮,499.9928030960718
关闭上述三个组件,第二个 GP 表达式,总沉积的有效边数,第 1001–2500 轮,499.9946416439935
关闭上述三个组件,第二个 GP 表达式,总沉积的有效边数,第 2501–5000 轮,499.99642817876475
关闭上述三个组件,第二个 GP 表达式,关闭构造树后的选择概率差,第 1–250 轮,0.013349390373591029
关闭上述三个组件,第二个 GP 表达式,关闭构造树后的选择概率差,第 251–1000 轮,0.000633311645807899
关闭上述三个组件,第二个 GP 表达式,关闭构造树后的选择概率差,第 1001–2500 轮,0.000412775845617387
关闭上述三个组件,第二个 GP 表达式,关闭构造树后的选择概率差,第 2501–5000 轮,0.00024796719594367907
关闭上述三个组件,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1–250 轮,0.0
关闭上述三个组件,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,第 251–1000 轮,0.0
关闭上述三个组件,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1001–2500 轮,0.0
关闭上述三个组件,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,第 2501–5000 轮,0.0
关闭上述三个组件,第二个 GP 表达式,按可行城市数归一化的选择熵,第 1–250 轮,0.1107621884806143
关闭上述三个组件,第二个 GP 表达式,按可行城市数归一化的选择熵,第 251–1000 轮,0.041267239774982395
关闭上述三个组件,第二个 GP 表达式,按可行城市数归一化的选择熵,第 1001–2500 轮,0.04132775617355109
关闭上述三个组件,第二个 GP 表达式,按可行城市数归一化的选择熵,第 2501–5000 轮,0.04155257839518474
关闭上述三个组件,第二个 GP 表达式,候选耗尽后贪心回退比例,第 1–250 轮,0.0038352272727272727
关闭上述三个组件,第二个 GP 表达式,候选耗尽后贪心回退比例,第 251–1000 轮,0.0
关闭上述三个组件,第二个 GP 表达式,候选耗尽后贪心回退比例,第 1001–2500 轮,2.604166666666667e-05
关闭上述三个组件,第二个 GP 表达式,候选耗尽后贪心回退比例,第 2501–5000 轮,7.8125e-06
关闭上述三个组件,第二个 GP 表达式,同一来源内残差乘数的标准差,第 1–250 轮,0.07026119440132556
关闭上述三个组件,第二个 GP 表达式,同一来源内残差乘数的标准差,第 251–1000 轮,0.0028050791612476153
关闭上述三个组件,第二个 GP 表达式,同一来源内残差乘数的标准差,第 1001–2500 轮,0.0027121002508466254
关闭上述三个组件,第二个 GP 表达式,同一来源内残差乘数的标准差,第 2501–5000 轮,0.0015947239513010014
关闭上述三个组件,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1–250 轮,0.0
关闭上述三个组件,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 251–1000 轮,0.0
关闭上述三个组件,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1001–2500 轮,0.0
关闭上述三个组件,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 2501–5000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1–250 轮,1.0
关闭上述三个组件,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,第 251–1000 轮,1.0
关闭上述三个组件,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1001–2500 轮,1.0
关闭上述三个组件,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,第 2501–5000 轮,1.0
关闭上述三个组件,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1–250 轮,0.9410545454545455
关闭上述三个组件,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 251–1000 轮,0.9953258333333334
关闭上述三个组件,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1001–2500 轮,0.9953108333333331
关闭上述三个组件,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 2501–5000 轮,0.9950745
关闭上述三个组件,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1–250 轮,1.0
关闭上述三个组件,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 251–1000 轮,1.0
关闭上述三个组件,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1001–2500 轮,1.0
关闭上述三个组件,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 2501–5000 轮,1.0
关闭上述三个组件,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 1–250 轮,0.4744318181818182
关闭上述三个组件,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 251–1000 轮,0.8435416666666666
关闭上述三个组件,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 1001–2500 轮,0.8238541666666667
关闭上述三个组件,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 2501–5000 轮,0.8166875
关闭上述三个组件,第三个 GP 表达式,2-opt 后不同路径数量,第 1–250 轮,21.864772727272726
关闭上述三个组件,第三个 GP 表达式,2-opt 后不同路径数量,第 251–1000 轮,2.1041666666666665
关闭上述三个组件,第三个 GP 表达式,2-opt 后不同路径数量,第 1001–2500 轮,1.7695833333333333
关闭上述三个组件,第三个 GP 表达式,2-opt 后不同路径数量,第 2501–5000 轮,1.734125
关闭上述三个组件,第三个 GP 表达式,构造路径之间的边不一致率,第 1–250 轮,0.1519995005498534
关闭上述三个组件,第三个 GP 表达式,构造路径之间的边不一致率,第 251–1000 轮,0.001064540490591398
关闭上述三个组件,第三个 GP 表达式,构造路径之间的边不一致率,第 1001–2500 轮,0.000476325184811828
关闭上述三个组件,第三个 GP 表达式,构造路径之间的边不一致率,第 2501–5000 轮,0.0004525662802419355
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径之间的边不一致率,第 1–250 轮,0.12956154004765397
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径之间的边不一致率,第 251–1000 轮,0.0018155678763440864
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径之间的边不一致率,第 1001–2500 轮,0.0009015209173387095
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径之间的边不一致率,第 2501–5000 轮,0.0008679405241935484
关闭上述三个组件,第三个 GP 表达式,2-opt 后边频率的有效边数,第 1–250 轮,583.9111303844703
关闭上述三个组件,第三个 GP 表达式,2-opt 后边频率的有效边数,第 251–1000 轮,500.93431534750675
关闭上述三个组件,第三个 GP 表达式,2-opt 后边频率的有效边数,第 1001–2500 轮,500.44328016265735
关闭上述三个组件,第三个 GP 表达式,2-opt 后边频率的有效边数,第 2501–5000 轮,500.42697996219925
关闭上述三个组件,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1–250 轮,0.06715766549018885
关闭上述三个组件,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 251–1000 轮,0.0009958998170066632
关闭上述三个组件,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1001–2500 轮,0.0006748782658189265
关闭上述三个组件,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 2501–5000 轮,0.0006710566243243814
关闭上述三个组件,第三个 GP 表达式,总沉积的有效边数,第 1–250 轮,491.8269201654794
关闭上述三个组件,第三个 GP 表达式,总沉积的有效边数,第 251–1000 轮,499.96157324833274
关闭上述三个组件,第三个 GP 表达式,总沉积的有效边数,第 1001–2500 轮,499.99697729334616
关闭上述三个组件,第三个 GP 表达式,总沉积的有效边数,第 2501–5000 轮,499.99697565339585
关闭上述三个组件,第三个 GP 表达式,关闭构造树后的选择概率差,第 1–250 轮,1.578730075436138e-08
关闭上述三个组件,第三个 GP 表达式,关闭构造树后的选择概率差,第 251–1000 轮,8.6243892258555e-09
关闭上述三个组件,第三个 GP 表达式,关闭构造树后的选择概率差,第 1001–2500 轮,8.612096499566847e-09
关闭上述三个组件,第三个 GP 表达式,关闭构造树后的选择概率差,第 2501–5000 轮,8.611125398233874e-09
关闭上述三个组件,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1–250 轮,0.0
关闭上述三个组件,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,第 251–1000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1001–2500 轮,0.0
关闭上述三个组件,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,第 2501–5000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,按可行城市数归一化的选择熵,第 1–250 轮,0.13589814859978624
关闭上述三个组件,第三个 GP 表达式,按可行城市数归一化的选择熵,第 251–1000 轮,0.04211711504933729
关闭上述三个组件,第三个 GP 表达式,按可行城市数归一化的选择熵,第 1001–2500 轮,0.04176372740302128
关闭上述三个组件,第三个 GP 表达式,按可行城市数归一化的选择熵,第 2501–5000 轮,0.04188193211611247
关闭上述三个组件,第三个 GP 表达式,候选耗尽后贪心回退比例,第 1–250 轮,0.005575284090909091
关闭上述三个组件,第三个 GP 表达式,候选耗尽后贪心回退比例,第 251–1000 轮,1.3020833333333334e-05
关闭上述三个组件,第三个 GP 表达式,候选耗尽后贪心回退比例,第 1001–2500 轮,3.255208333333333e-05
关闭上述三个组件,第三个 GP 表达式,候选耗尽后贪心回退比例,第 2501–5000 轮,1.5625e-05
关闭上述三个组件,第三个 GP 表达式,同一来源内残差乘数的标准差,第 1–250 轮,0.11623846530880688
关闭上述三个组件,第三个 GP 表达式,同一来源内残差乘数的标准差,第 251–1000 轮,0.002450511402394779
关闭上述三个组件,第三个 GP 表达式,同一来源内残差乘数的标准差,第 1001–2500 轮,0.0014730526025408474
关闭上述三个组件,第三个 GP 表达式,同一来源内残差乘数的标准差,第 2501–5000 轮,0.0014536544844689539
关闭上述三个组件,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1–250 轮,0.0
关闭上述三个组件,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 251–1000 轮,0.0
关闭上述三个组件,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1001–2500 轮,0.0
关闭上述三个组件,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,第 1–250 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,第 251–1000 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,第 1001–2500 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,第 2501–5000 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,第 1–250 轮,0.951134090909091
关闭上述三个组件,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,第 251–1000 轮,0.9959677777777777
关闭上述三个组件,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,第 1001–2500 轮,0.9957352083333334
关闭上述三个组件,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,第 2501–5000 轮,0.9954504166666668
关闭上述三个组件,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,第 1–250 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,第 251–1000 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,第 1001–2500 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,第 2501–5000 轮,1.0
关闭上述三个组件,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,第 1–250 轮,0.5526515151515151
关闭上述三个组件,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,第 251–1000 轮,0.8563194444444445
关闭上述三个组件,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,第 1001–2500 轮,0.839548611111111
关闭上述三个组件,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,第 2501–5000 轮,0.8294583333333333
关闭上述三个组件,三个 GP 表达式均值,2-opt 后不同路径数量,第 1–250 轮,19.497916666666665
关闭上述三个组件,三个 GP 表达式均值,2-opt 后不同路径数量,第 251–1000 轮,1.851875
关闭上述三个组件,三个 GP 表达式均值,2-opt 后不同路径数量,第 1001–2500 轮,1.6889236111111112
关闭上述三个组件,三个 GP 表达式均值,2-opt 后不同路径数量,第 2501–5000 轮,1.6757083333333334
关闭上述三个组件,三个 GP 表达式均值,构造路径之间的边不一致率,第 1–250 轮,0.13508777263563052
关闭上述三个组件,三个 GP 表达式均值,构造路径之间的边不一致率,第 251–1000 轮,0.0006664989359318998
关闭上述三个组件,三个 GP 表达式均值,构造路径之间的边不一致率,第 1001–2500 轮,0.00043133148521505376
关闭上述三个组件,三个 GP 表达式均值,构造路径之间的边不一致率,第 2501–5000 轮,0.0004203708837365592
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,第 1–250 轮,0.11416486436950145
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,第 251–1000 轮,0.0012225792450716844
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,第 1001–2500 轮,0.0008263739079301074
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,第 2501–5000 轮,0.0008100901377688173
关闭上述三个组件,三个 GP 表达式均值,2-opt 后边频率的有效边数,第 1–250 轮,574.3848649740361
关闭上述三个组件,三个 GP 表达式均值,2-opt 后边频率的有效边数,第 251–1000 轮,500.61571489604614
关闭上述三个组件,三个 GP 表达式均值,2-opt 后边频率的有效边数,第 1001–2500 轮,500.4064378204764
关闭上述三个组件,三个 GP 表达式均值,2-opt 后边频率的有效边数,第 2501–5000 轮,500.3983849918934
关闭上述三个组件,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,第 1–250 轮,0.056404090980890935
关闭上述三个组件,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,第 251–1000 轮,0.0005581335241226946
关闭上述三个组件,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,第 1001–2500 轮,0.00043510229310866075
关闭上述三个组件,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,第 2501–5000 轮,0.0003353719266142836
关闭上述三个组件,三个 GP 表达式均值,总沉积的有效边数,第 1–250 轮,493.132839060011
关闭上述三个组件,三个 GP 表达式均值,总沉积的有效边数,第 251–1000 轮,499.9833367031429
关闭上述三个组件,三个 GP 表达式均值,总沉积的有效边数,第 1001–2500 轮,499.99696261635864
关闭上述三个组件,三个 GP 表达式均值,总沉积的有效边数,第 2501–5000 轮,499.99762467297484
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后的选择概率差,第 1–250 轮,0.004449807153116672
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后的选择概率差,第 251–1000 轮,0.00021110965581056852
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后的选择概率差,第 1001–2500 轮,0.00013759768298465068
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后的选择概率差,第 2501–5000 轮,8.266147119194402e-05
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,第 2501–5000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,按可行城市数归一化的选择熵,第 1–250 轮,0.12602648908699104
关闭上述三个组件,三个 GP 表达式均值,按可行城市数归一化的选择熵,第 251–1000 轮,0.04176444045931477
关闭上述三个组件,三个 GP 表达式均值,按可行城市数归一化的选择熵,第 1001–2500 轮,0.041631940634300514
关闭上述三个组件,三个 GP 表达式均值,按可行城市数归一化的选择熵,第 2501–5000 轮,0.04177634750436544
关闭上述三个组件,三个 GP 表达式均值,候选耗尽后贪心回退比例,第 1–250 轮,0.004817708333333333
关闭上述三个组件,三个 GP 表达式均值,候选耗尽后贪心回退比例,第 251–1000 轮,8.680555555555556e-06
关闭上述三个组件,三个 GP 表达式均值,候选耗尽后贪心回退比例,第 1001–2500 轮,2.3871527777777776e-05
关闭上述三个组件,三个 GP 表达式均值,候选耗尽后贪心回退比例,第 2501–5000 轮,1.953125e-05
关闭上述三个组件,三个 GP 表达式均值,同一来源内残差乘数的标准差,第 1–250 轮,0.10149060566402873
关闭上述三个组件,三个 GP 表达式均值,同一来源内残差乘数的标准差,第 251–1000 轮,0.001870205407877077
关闭上述三个组件,三个 GP 表达式均值,同一来源内残差乘数的标准差,第 1001–2500 轮,0.0014331181365950145
关闭上述三个组件,三个 GP 表达式均值,同一来源内残差乘数的标准差,第 2501–5000 轮,0.001050779370151463
关闭上述三个组件,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,第 1–250 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,第 251–1000 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,第 1001–2500 轮,0.0
关闭上述三个组件,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,第 2501–5000 轮,0.0
完整 AS,不使用 GP,强化来源与本轮最优路径的边重合率,第 1–250 轮,0.7051827203764792
完整 AS,不使用 GP,强化来源与本轮最优路径的边重合率,第 251–1000 轮,0.7108038557221241
完整 AS,不使用 GP,强化来源与本轮最优路径的边重合率,第 1001–2500 轮,0.7103115408819861
完整 AS,不使用 GP,强化来源与本轮最优路径的边重合率,第 2501–5000 轮,0.7102680770179097
完整 AS,不使用 GP,强化来源与历史全局最优路径的边重合率,第 1–250 轮,0.7062177441371326
完整 AS,不使用 GP,强化来源与历史全局最优路径的边重合率,第 251–1000 轮,0.7149432587279032
完整 AS,不使用 GP,强化来源与历史全局最优路径的边重合率,第 1001–2500 轮,0.716140937953709
完整 AS,不使用 GP,强化来源与历史全局最优路径的边重合率,第 2501–5000 轮,0.7174249582922948
完整 AS,不使用 GP,与本轮最优路径完全相同的来源预算比例,第 1–250 轮,0.03193186134959278
完整 AS,不使用 GP,与本轮最优路径完全相同的来源预算比例,第 251–1000 轮,0.03193321894425799
完整 AS,不使用 GP,与本轮最优路径完全相同的来源预算比例,第 1001–2500 轮,0.03192849777077506
完整 AS,不使用 GP,与本轮最优路径完全相同的来源预算比例,第 2501–5000 轮,0.03193180695581421
完整 AS,不使用 GP,与历史全局最优路径完全相同的来源预算比例,第 1–250 轮,0.003276551573011224
完整 AS,不使用 GP,与历史全局最优路径完全相同的来源预算比例,第 251–1000 轮,8.79768240262373e-05
完整 AS,不使用 GP,与历史全局最优路径完全相同的来源预算比例,第 1001–2500 轮,2.3716941459333884e-05
完整 AS,不使用 GP,与历史全局最优路径完全相同的来源预算比例,第 2501–5000 轮,1.0197195864857796e-05
完整 AS,不使用 GP,2-opt 后不同路径数量,第 1–250 轮,32.0
